Sample	Species	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
HY175300	Staphylococcus aureus		NODE_1_length_1283460_cov_63.888534	482906	485305	-	parC_S80F	Staphylococcus aureus quinolone resistant ParC	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	800	800	100.0	99.0	800	WP_001289586.1	DNA topoisomerase IV subunit A ParC		
HY175300	Staphylococcus aureus		NODE_2_length_893152_cov_80.739548	1743	3182	-	lmrS	multidrug efflux MFS transporter LmrS	plus	STRESS	BIOCIDE	MACROLIDE/PHENICOL	ERYTHROMYCIN/CHLORAMPHENICOL	BLASTX	480	480	100.0	96.25	480	AAW38464.1	multidrug efflux MFS transporter LmrS		
HY175300	Staphylococcus aureus		NODE_2_length_893152_cov_80.739548	244947	245873	+	hlgA	bi-component gamma-hemolysin HlgAB subunit A	plus	VIRULENCE	VIRULENCE			BLASTX	309	309	100.0	99.68	309	AUU54669.1	bi-component gamma-hemolysin HlgAB subunit A		
HY175300	Staphylococcus aureus		NODE_2_length_893152_cov_80.739548	246444	247388	+	hlgC	bi-component gamma-hemolysin HlgCB subunit C	plus	VIRULENCE	VIRULENCE			BLASTX	315	315	100.0	97.14	315	CAA57277.1	bi-component gamma-hemolysin HlgCB subunit C		
HY175300	Staphylococcus aureus		NODE_2_length_893152_cov_80.739548	247393	248367	+	hlgB	bi-component gamma-hemolysin HlgAB/HlgCB subunit B	plus	VIRULENCE	VIRULENCE			BLASTX	325	325	100.0	99.38	325	CAA57278.1	bi-component gamma-hemolysin HlgAB/HlgCB subunit B		
HY175300	Staphylococcus aureus		NODE_2_length_893152_cov_80.739548	477537	479063	-	aur	zinc metalloproteinase aureolysin	plus	VIRULENCE	VIRULENCE			BLASTX	509	509	100.0	93.52	509	EHO93748.1	zinc metalloproteinase aureolysin		
HY175300	Staphylococcus aureus		NODE_2_length_893152_cov_80.739548	525660	526709	+	icaC	polysaccharide intercellular adhesin biosynthesis/export protein IcaC	plus	VIRULENCE	VIRULENCE			BLASTX	350	350	100.0	99.71	350	AUU58561.1	polysaccharide intercellular adhesin biosynthesis/export protein IcaC		
HY175300	Staphylococcus aureus		NODE_2_length_893152_cov_80.739548	572836	575490	+	gyrA_S84L	Staphylococcus aureus quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	885	887	100.0	98.65	887	WP_000819084.1	DNA gyrase subunit A GyrA		
HY175300	Staphylococcus aureus		NODE_2_length_893152_cov_80.739548	605437	607440	-	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	core	AMR	AMR	BETA-LACTAM	METHICILLIN	EXACTX	668	668	100.0	100.0	668	WP_000721310.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA		
HY175300	Staphylococcus aureus		NODE_2_length_893152_cov_80.739548	702259	703608	+	tet(38)	tetracycline efflux MFS transporter Tet(38)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	450	450	100.0	100.0	450	WP_001100293.1	tetracycline efflux MFS transporter Tet(38)		
HY175300	Staphylococcus aureus		NODE_3_length_158844_cov_76.677338	89168	89770	-	selX	staphylococcal enterotoxin-like toxin X	plus	VIRULENCE	VIRULENCE			BLASTX	201	203	99.01	92.54	201	AEI60187.1	staphylococcal enterotoxin-like toxin X		
HY175300	Staphylococcus aureus		NODE_3_length_158844_cov_76.677338	122836	124188	-	mepA	multidrug efflux MATE transporter MepA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	451	451	100.0	99.11	451	BAB41547.1	multidrug efflux MATE transporter MepA		
HY175300	Staphylococcus aureus		NODE_4_length_135711_cov_75.498938	50401	50889	+	sak	staphylokinase	plus	VIRULENCE	VIRULENCE			BLASTX	163	163	100.0	98.77	163	CAA24957.1	staphylokinase		
HY175300	Staphylococcus aureus		NODE_4_length_135711_cov_75.498938	53104	53451	+	scn	complement inhibitor SCIN-A	plus	VIRULENCE	VIRULENCE			EXACTX	116	116	100.0	100.0	116	ADL23798.1	complement inhibitor SCIN-A		
HY175300	Staphylococcus aureus		NODE_5_length_106493_cov_78.557086	68159	69421	+	murA_E291D	Staphylococcus aureus fosfomycin resistant MurA	core	AMR	POINT	FOSFOMYCIN	FOSFOMYCIN	POINTX	421	421	100.0	99.52	421	WP_000358006.1	UDP-N-acetylglucosamine 1-carboxyvinyltransferase MurA		
HY175300	Staphylococcus aureus		NODE_5_length_106493_cov_78.557086	68159	69421	+	murA_T396N	Staphylococcus aureus fosfomycin resistant MurA	core	AMR	POINT	FOSFOMYCIN	FOSFOMYCIN	POINTX	421	421	100.0	99.52	421	WP_000358006.1	UDP-N-acetylglucosamine 1-carboxyvinyltransferase MurA		
HY175300	Staphylococcus aureus		NODE_6_length_43500_cov_70.017200	35877	36656	+	seo	staphylococcal enterotoxin type O	plus	VIRULENCE	VIRULENCE			EXACTX	260	260	100.0	100.0	260	BAB42916.1	staphylococcal enterotoxin type O		
HY175300	Staphylococcus aureus		NODE_6_length_43500_cov_70.017200	36940	37656	+	sem	staphylococcal enterotoxin type M	plus	VIRULENCE	VIRULENCE			BLASTX	239	239	100.0	94.14	239	SGR88215.1	staphylococcal enterotoxin type M		
HY175300	Staphylococcus aureus		NODE_6_length_43500_cov_70.017200	37694	38419	+	sei	staphylococcal enterotoxin type I	plus	VIRULENCE	VIRULENCE			BLASTX	242	243	99.59	93.39	242	SGR88193.1	staphylococcal enterotoxin type I		
HY175300	Staphylococcus aureus		NODE_6_length_43500_cov_70.017200	38576	39343	+	seu	staphylococcal enterotoxin type U	plus	VIRULENCE	VIRULENCE			BLASTX	256	261	100.0	94.25	261	SGR88168.1	staphylococcal enterotoxin type U		
HY175300	Staphylococcus aureus		NODE_6_length_43500_cov_70.017200	39385	40200	+	sen	staphylococcal enterotoxin type N	plus	VIRULENCE	VIRULENCE			INTERNAL_STOP	272	272	100.0	99.63	272	SAO78304.1	staphylococcal enterotoxin type N		
HY175300	Staphylococcus aureus		NODE_9_length_19463_cov_74.379913	1656	2033	-	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	126	126	100.0	99.21	126	WP_001284656.1	penicillinase repressor BlaI		
HY175300	Staphylococcus aureus		NODE_9_length_19463_cov_74.379913	2026	3780	-	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	585	585	100.0	95.56	585	WP_001096386.1	beta-lactam sensor/signal transducer BlaR1		
HY175300	Staphylococcus aureus		NODE_9_length_19463_cov_74.379913	3887	4729	+	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	281	281	100.0	100.0	281	WP_000733289.1	penicillin-hydrolyzing class A beta-lactamase BlaZ		
HY175300	Staphylococcus aureus		NODE_9_length_19463_cov_74.379913	16687	17301	+	cadD	cadmium resistance transporter CadD	plus	STRESS	METAL	CADMIUM	CADMIUM	BLASTX	205	205	100.0	99.02	205	BAB43874.1	cadmium resistance transporter CadD		
HY175301	Staphylococcus aureus		NODE_1_length_276948_cov_96.586155	23418	24944	-	aur	zinc metalloproteinase aureolysin	plus	VIRULENCE	VIRULENCE			BLASTX	509	509	100.0	99.21	509	EHO93748.1	zinc metalloproteinase aureolysin		
HY175301	Staphylococcus aureus		NODE_1_length_276948_cov_96.586155	68274	69323	+	icaC	polysaccharide intercellular adhesin biosynthesis/export protein IcaC	plus	VIRULENCE	VIRULENCE			EXACTX	350	350	100.0	100.0	350	AUU58561.1	polysaccharide intercellular adhesin biosynthesis/export protein IcaC		
HY175301	Staphylococcus aureus		NODE_1_length_276948_cov_96.586155	117226	119886	+	gyrA_S84L	Staphylococcus aureus quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	887	887	100.0	99.66	887	WP_000819084.1	DNA gyrase subunit A GyrA		
HY175301	Staphylococcus aureus		NODE_1_length_276948_cov_96.586155	159227	160768	-	qacA	quaternary ammonium compound efflux MFS transporter QacA	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	EXACTX	514	514	100.0	100.0	514	WP_000622776.1	quaternary ammonium compound efflux MFS transporter QacA		
HY175301	Staphylococcus aureus		NODE_1_length_276948_cov_96.586155	160946	161509	+	qacR	multidrug-binding transcriptional regulator QacR	plus	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	EXACTX	188	188	100.0	100.0	188	ADK23698.1	multidrug-binding transcriptional regulator QacR		
HY175301	Staphylococcus aureus		NODE_1_length_276948_cov_96.586155	163998	164375	-	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	126	126	100.0	99.21	126	WP_001284656.1	penicillinase repressor BlaI		
HY175301	Staphylococcus aureus		NODE_1_length_276948_cov_96.586155	164368	166122	-	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	585	585	100.0	99.83	585	WP_001096376.1	beta-lactam sensor/signal transducer BlaR1		
HY175301	Staphylococcus aureus		NODE_1_length_276948_cov_96.586155	164368	166122	-	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	585	585	100.0	99.83	585	WP_063842869.1	beta-lactam sensor/signal transducer BlaR1		
HY175301	Staphylococcus aureus		NODE_1_length_276948_cov_96.586155	166229	167071	+	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	INTERNAL_STOP	281	281	100.0	99.64	281	WP_000733283.1	BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1		
HY175301	Staphylococcus aureus		NODE_1_length_276948_cov_96.586155	167637	168002	+	cadC	Cd(II)/Pb(II)/Zn(II)-sensing metalloregulatory transcriptional repressor CadC	plus	STRESS	METAL	CADMIUM/LEAD/ZINC	CADMIUM/LEAD/ZINC	EXACTX	122	122	100.0	100.0	122	AAB59153.1	Cd(II)/Pb(II)/Zn(II)-sensing metalloregulatory transcriptional repressor CadC		
HY175301	Staphylococcus aureus		NODE_1_length_276948_cov_96.586155	173465	175468	-	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	core	AMR	AMR	BETA-LACTAM	METHICILLIN	EXACTX	668	668	100.0	100.0	668	WP_000721310.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA		
HY175301	Staphylococcus aureus		NODE_1_length_276948_cov_96.586155	266422	267771	+	tet(38)	tetracycline efflux MFS transporter Tet(38)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	450	450	100.0	100.0	450	WP_001100299.1	tetracycline efflux MFS transporter Tet(38)		
HY175301	Staphylococcus aureus		NODE_21_length_39762_cov_57.867011	32512	34911	+	parC_S80F	Staphylococcus aureus quinolone resistant ParC	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	800	800	100.0	99.38	800	WP_001289586.1	DNA topoisomerase IV subunit A ParC		
HY175301	Staphylococcus aureus		NODE_24_length_38378_cov_82.747379	2815	3423	+	selX	staphylococcal enterotoxin-like toxin X	plus	VIRULENCE	VIRULENCE			BLASTX	203	203	100.0	96.06	203	AEI60187.1	staphylococcal enterotoxin-like toxin X		
HY175301	Staphylococcus aureus		NODE_29_length_34363_cov_62.271790	410	1189	-	seo	staphylococcal enterotoxin type O	plus	VIRULENCE	VIRULENCE			EXACTX	260	260	100.0	100.0	260	BAB42916.1	staphylococcal enterotoxin type O		
HY175301	Staphylococcus aureus		NODE_2_length_266443_cov_79.494454	153522	153938	+	fosB	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTX	139	139	100.0	100.0	139	WP_000920239.1	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase		
HY175301	Staphylococcus aureus		NODE_2_length_266443_cov_79.494454	242292	243218	+	hlgA	bi-component gamma-hemolysin HlgAB subunit A	plus	VIRULENCE	VIRULENCE			EXACTX	309	309	100.0	100.0	309	AUU54669.1	bi-component gamma-hemolysin HlgAB subunit A		
HY175301	Staphylococcus aureus		NODE_2_length_266443_cov_79.494454	243788	244732	+	hlgC	bi-component gamma-hemolysin HlgCB subunit C	plus	VIRULENCE	VIRULENCE			BLASTX	315	315	100.0	97.14	315	CAA57277.1	bi-component gamma-hemolysin HlgCB subunit C		
HY175301	Staphylococcus aureus		NODE_2_length_266443_cov_79.494454	244737	245711	+	hlgB	bi-component gamma-hemolysin HlgAB/HlgCB subunit B	plus	VIRULENCE	VIRULENCE			BLASTX	325	325	100.0	97.54	325	CAA57278.1	bi-component gamma-hemolysin HlgAB/HlgCB subunit B		
HY175301	Staphylococcus aureus		NODE_39_length_14791_cov_55.681465	129	845	+	sem	staphylococcal enterotoxin type M	plus	VIRULENCE	VIRULENCE			BLASTX	239	239	100.0	94.14	239	SGR88215.1	staphylococcal enterotoxin type M		
HY175301	Staphylococcus aureus		NODE_39_length_14791_cov_55.681465	883	1608	+	sei	staphylococcal enterotoxin type I	plus	VIRULENCE	VIRULENCE			BLASTX	242	243	99.59	93.8	242	SGR88193.1	staphylococcal enterotoxin type I		
HY175301	Staphylococcus aureus		NODE_39_length_14791_cov_55.681465	2575	3390	+	sen	staphylococcal enterotoxin type N	plus	VIRULENCE	VIRULENCE			INTERNAL_STOP	272	272	100.0	99.26	272	SAO78304.1	staphylococcal enterotoxin type N		
HY175301	Staphylococcus aureus		NODE_39_length_14791_cov_55.681465	9532	10464	+	lukE	bi-component leukocidin LukED subunit E	plus	VIRULENCE	VIRULENCE			BLASTX	311	311	100.0	99.68	311	RCV70079.1	bi-component leukocidin LukED subunit E		
HY175301	Staphylococcus aureus		NODE_39_length_14791_cov_55.681465	10469	11449	+	lukD	bi-component leukocidin LukED subunit D	plus	VIRULENCE	VIRULENCE			BLASTX	327	327	100.0	94.19	327	CAA73668.1	bi-component leukocidin LukED subunit D		
HY175301	Staphylococcus aureus		NODE_3_length_219162_cov_56.940767	99933	100712	+	ant(9)-Ia	aminoglycoside nucleotidyltransferase ANT(9)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN	EXACTX	260	260	100.0	100.0	260	WP_000067268.1	aminoglycoside nucleotidyltransferase ANT(9)-Ia		
HY175301	Staphylococcus aureus		NODE_3_length_219162_cov_56.940767	100844	101572	-	erm(A)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	243	243	100.0	100.0	243	WP_001072201.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)		
HY175301	Staphylococcus aureus		NODE_41_length_6802_cov_66.759850	4204	4923	-	splB	serine protease SplB	plus	VIRULENCE	VIRULENCE			BLASTX	240	240	100.0	98.75	240	ABD31003.1	serine protease SplB		
HY175301	Staphylococcus aureus		NODE_41_length_6802_cov_66.759850	5051	5755	-	splA	serine protease SplA	plus	VIRULENCE	VIRULENCE			BLASTX	235	235	100.0	96.6	235	ABD31004.1	serine protease SplA		
HY175301	Staphylococcus aureus		NODE_48_length_2168_cov_92.645762	208	1644	-	aac(6')-Ie/aph(2'')-Ia	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	479	479	100.0	100.0	479	WP_001028144.1	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia		
HY175301	Staphylococcus aureus		NODE_9_length_94342_cov_82.250130	45699	47051	-	mepA	multidrug efflux MATE transporter MepA	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	451	451	100.0	100.0	451	BAB41547.1	multidrug efflux MATE transporter MepA		
HY175302	Staphylococcus aureus		NODE_19_length_6720_cov_132.742606	1433	2161	+	erm(A)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	243	243	100.0	100.0	243	WP_001072201.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)		
HY175302	Staphylococcus aureus		NODE_19_length_6720_cov_132.742606	2293	3072	-	ant(9)-Ia	aminoglycoside nucleotidyltransferase ANT(9)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN	EXACTX	260	260	100.0	100.0	260	WP_000067268.1	aminoglycoside nucleotidyltransferase ANT(9)-Ia		
HY175302	Staphylococcus aureus		NODE_1_length_623865_cov_65.790332	1736	3175	-	lmrS	multidrug efflux MFS transporter LmrS	plus	STRESS	BIOCIDE	MACROLIDE/PHENICOL	ERYTHROMYCIN/CHLORAMPHENICOL	BLASTX	480	480	100.0	99.17	480	AAW38464.1	multidrug efflux MFS transporter LmrS		
HY175302	Staphylococcus aureus		NODE_1_length_623865_cov_65.790332	153570	153986	+	fosB	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTX	139	139	100.0	100.0	139	WP_000920239.1	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase		
HY175302	Staphylococcus aureus		NODE_1_length_623865_cov_65.790332	242400	243326	+	hlgA	bi-component gamma-hemolysin HlgAB subunit A	plus	VIRULENCE	VIRULENCE			EXACTX	309	309	100.0	100.0	309	AUU54669.1	bi-component gamma-hemolysin HlgAB subunit A		
HY175302	Staphylococcus aureus		NODE_1_length_623865_cov_65.790332	243896	244840	+	hlgC	bi-component gamma-hemolysin HlgCB subunit C	plus	VIRULENCE	VIRULENCE			BLASTX	315	315	100.0	97.46	315	CAA57277.1	bi-component gamma-hemolysin HlgCB subunit C		
HY175302	Staphylococcus aureus		NODE_1_length_623865_cov_65.790332	244845	245819	+	hlgB	bi-component gamma-hemolysin HlgAB/HlgCB subunit B	plus	VIRULENCE	VIRULENCE			BLASTX	325	325	100.0	97.54	325	CAA57278.1	bi-component gamma-hemolysin HlgAB/HlgCB subunit B		
HY175302	Staphylococcus aureus		NODE_1_length_623865_cov_65.790332	483360	484886	-	aur	zinc metalloproteinase aureolysin	plus	VIRULENCE	VIRULENCE			BLASTX	509	509	100.0	99.21	509	EHO93748.1	zinc metalloproteinase aureolysin		
HY175302	Staphylococcus aureus		NODE_1_length_623865_cov_65.790332	528210	529259	+	icaC	polysaccharide intercellular adhesin biosynthesis/export protein IcaC	plus	VIRULENCE	VIRULENCE			EXACTX	350	350	100.0	100.0	350	AUU58561.1	polysaccharide intercellular adhesin biosynthesis/export protein IcaC		
HY175302	Staphylococcus aureus		NODE_1_length_623865_cov_65.790332	577171	579831	+	gyrA_S84L	Staphylococcus aureus quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	887	887	100.0	99.66	887	WP_000819084.1	DNA gyrase subunit A GyrA		
HY175302	Staphylococcus aureus		NODE_1_length_623865_cov_65.790332	610366	610767	-	bleO	bleomycin binding protein	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	EXACTX	134	134	100.0	100.0	134	WP_001242578.1	bleomycin binding protein		
HY175302	Staphylococcus aureus		NODE_1_length_623865_cov_65.790332	610987	611754	-	aadD1	aminoglycoside O-nucleotidyltransferase ANT(4')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN/TOBRAMYCIN	EXACTX	256	256	100.0	100.0	256	WP_001795128.1	aminoglycoside O-nucleotidyltransferase ANT(4')-Ia		
HY175302	Staphylococcus aureus		NODE_1_length_623865_cov_65.790332	614203	616206	-	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	core	AMR	AMR	BETA-LACTAM	METHICILLIN	EXACTX	668	668	100.0	100.0	668	WP_000721310.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA		
HY175302	Staphylococcus aureus		NODE_1_length_623865_cov_65.790332	616306	618060	+	mecR1	beta-lactam sensor/signal transducer MecR1	core	AMR	AMR	BETA-LACTAM	METHICILLIN	EXACTX	585	585	100.0	100.0	585	WP_000952923.1	beta-lactam sensor/signal transducer MecR1		
HY175302	Staphylococcus aureus		NODE_1_length_623865_cov_65.790332	618063	618431	+	mecI	mecA-type methicillin resistance repressor MecI	core	AMR	AMR	BETA-LACTAM	METHICILLIN	EXACTX	123	123	100.0	100.0	123	WP_000369214.1	mecA-type methicillin resistance repressor MecI		
HY175302	Staphylococcus aureus		NODE_2_length_443674_cov_65.862529	88892	89500	-	selX	staphylococcal enterotoxin-like toxin X	plus	VIRULENCE	VIRULENCE			BLASTX	203	203	100.0	96.06	203	AEI60187.1	staphylococcal enterotoxin-like toxin X		
HY175302	Staphylococcus aureus		NODE_2_length_443674_cov_65.862529	122811	124163	-	mepA	multidrug efflux MATE transporter MepA	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	451	451	100.0	100.0	451	BAB41547.1	multidrug efflux MATE transporter MepA		
HY175302	Staphylococcus aureus		NODE_2_length_443674_cov_65.862529	351674	353023	-	tet(38)	tetracycline efflux MFS transporter Tet(38)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	450	450	100.0	100.0	450	WP_001100299.1	tetracycline efflux MFS transporter Tet(38)		
HY175302	Staphylococcus aureus		NODE_3_length_386300_cov_46.837604	167924	170323	-	parC_S80F	Staphylococcus aureus quinolone resistant ParC	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	800	800	100.0	99.38	800	WP_001289586.1	DNA topoisomerase IV subunit A ParC		
HY175302	Staphylococcus aureus		NODE_5_length_222282_cov_52.489505	171023	171742	-	splB	serine protease SplB	plus	VIRULENCE	VIRULENCE			BLASTX	240	240	100.0	98.75	240	ABD31003.1	serine protease SplB		
HY175302	Staphylococcus aureus		NODE_5_length_222282_cov_52.489505	171870	172574	-	splA	serine protease SplA	plus	VIRULENCE	VIRULENCE			BLASTX	235	235	100.0	97.02	235	ABD31004.1	serine protease SplA		
HY175302	Staphylococcus aureus		NODE_5_length_222282_cov_52.489505	176708	177688	-	lukD	bi-component leukocidin LukED subunit D	plus	VIRULENCE	VIRULENCE			BLASTX	327	327	100.0	94.19	327	CAA73668.1	bi-component leukocidin LukED subunit D		
HY175302	Staphylococcus aureus		NODE_5_length_222282_cov_52.489505	177693	178625	-	lukE	bi-component leukocidin LukED subunit E	plus	VIRULENCE	VIRULENCE			BLASTX	311	311	100.0	99.68	311	RCV70079.1	bi-component leukocidin LukED subunit E		
HY175302	Staphylococcus aureus		NODE_5_length_222282_cov_52.489505	184767	185582	-	sen	staphylococcal enterotoxin type N	plus	VIRULENCE	VIRULENCE			INTERNAL_STOP	272	272	100.0	99.26	272	SAO78304.1	staphylococcal enterotoxin type N		
HY175302	Staphylococcus aureus		NODE_5_length_222282_cov_52.489505	186549	187274	-	sei	staphylococcal enterotoxin type I	plus	VIRULENCE	VIRULENCE			BLASTX	242	243	99.59	93.8	242	SGR88193.1	staphylococcal enterotoxin type I		
HY175302	Staphylococcus aureus		NODE_5_length_222282_cov_52.489505	187312	188028	-	sem	staphylococcal enterotoxin type M	plus	VIRULENCE	VIRULENCE			BLASTX	239	239	100.0	94.14	239	SGR88215.1	staphylococcal enterotoxin type M		
HY175302	Staphylococcus aureus		NODE_5_length_222282_cov_52.489505	188312	189091	-	seo	staphylococcal enterotoxin type O	plus	VIRULENCE	VIRULENCE			EXACTX	260	260	100.0	100.0	260	BAB42916.1	staphylococcal enterotoxin type O		
HY175302	Staphylococcus aureus		NODE_9_length_97701_cov_60.237481	22805	23293	+	sak	staphylokinase	plus	VIRULENCE	VIRULENCE			BLASTX	163	163	100.0	98.77	163	CAA24957.1	staphylokinase		
HY175302	Staphylococcus aureus		NODE_9_length_97701_cov_60.237481	25509	25856	+	scn	complement inhibitor SCIN-A	plus	VIRULENCE	VIRULENCE			EXACTX	116	116	100.0	100.0	116	ADL23798.1	complement inhibitor SCIN-A		
HY176190	Staphylococcus aureus		NODE_1_length_1263359_cov_52.758008	1080945	1081694	-	sel26	staphylococcal enterotoxin type 26	plus	VIRULENCE	VIRULENCE			BLASTX	250	250	100.0	95.6	250	KAG18833.1	staphylococcal enterotoxin type 26		
HY176190	Staphylococcus aureus		NODE_2_length_718798_cov_91.997475	156988	158514	-	aur	zinc metalloproteinase aureolysin	plus	VIRULENCE	VIRULENCE			BLASTX	509	509	100.0	99.41	509	EHO93748.1	zinc metalloproteinase aureolysin		
HY176190	Staphylococcus aureus		NODE_2_length_718798_cov_91.997475	285340	287343	-	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	core	AMR	AMR	BETA-LACTAM	METHICILLIN	EXACTX	668	668	100.0	100.0	668	WP_000721310.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA		
HY176190	Staphylococcus aureus		NODE_2_length_718798_cov_91.997475	363098	364447	+	tet(38)	tetracycline efflux MFS transporter Tet(38)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	450	450	100.0	100.0	450	WP_001100300.1	tetracycline efflux MFS transporter Tet(38)		
HY176190	Staphylococcus aureus		NODE_2_length_718798_cov_91.997475	596086	597438	+	mepA	multidrug efflux MATE transporter MepA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	451	451	100.0	99.56	451	AAU95768.1	multidrug efflux MATE transporter MepA		
HY176190	Staphylococcus aureus		NODE_2_length_718798_cov_91.997475	596086	597438	+	mepA	multidrug efflux MATE transporter MepA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	451	451	100.0	99.56	451	BAB41547.1	multidrug efflux MATE transporter MepA		
HY176190	Staphylococcus aureus		NODE_2_length_718798_cov_91.997475	630739	631347	+	selX	staphylococcal enterotoxin-like toxin X	plus	VIRULENCE	VIRULENCE			EXACTX	203	203	100.0	100.0	203	AEI60187.1	staphylococcal enterotoxin-like toxin X		
HY176190	Staphylococcus aureus		NODE_3_length_246291_cov_79.424213	80747	81721	-	hlgB	bi-component gamma-hemolysin HlgAB/HlgCB subunit B	plus	VIRULENCE	VIRULENCE			BLASTX	325	325	100.0	97.54	325	CAA57278.1	bi-component gamma-hemolysin HlgAB/HlgCB subunit B		
HY176190	Staphylococcus aureus		NODE_3_length_246291_cov_79.424213	81726	82670	-	hlgC	bi-component gamma-hemolysin HlgCB subunit C	plus	VIRULENCE	VIRULENCE			BLASTX	315	315	100.0	97.46	315	CAA57277.1	bi-component gamma-hemolysin HlgCB subunit C		
HY176190	Staphylococcus aureus		NODE_3_length_246291_cov_79.424213	83240	84166	-	hlgA	bi-component gamma-hemolysin HlgAB subunit A	plus	VIRULENCE	VIRULENCE			EXACTX	309	309	100.0	100.0	309	AUU54669.1	bi-component gamma-hemolysin HlgAB subunit A		
HY176190	Staphylococcus aureus		NODE_4_length_170568_cov_72.041035	82905	83252	-	scn	complement inhibitor SCIN-A	plus	VIRULENCE	VIRULENCE			BLASTX	116	116	100.0	99.14	116	ADL23798.1	complement inhibitor SCIN-A		
HY176190	Staphylococcus aureus		NODE_4_length_170568_cov_72.041035	85467	85955	-	sak	staphylokinase	plus	VIRULENCE	VIRULENCE			BLASTX	163	163	100.0	99.39	163	CAA24957.1	staphylokinase		
